user_id,deal_id,swipe_score
10003132,40000113,0
10003132,40000115,0
10003132,40000119,0
10003132,40000118,0
10003132,40000123,0
10003132,40000128,0
10003132,40000114,20
10003132,40000116,25
10003132,40000133,10
10003132,40000138,8
10003132,40000120,14
10003132,40000125,0
10003132,40000130,0
10003132,40000134,18
10003132,40000139,10
10003132,40000117,0
10003132,40000124,0
10003132,40000129,0
10003132,40000131,0
10003132,40000135,10
10003132,40000122,0
10003132,40000127,0
10003132,40000137,14
10003132,40000121,0
10003132,40000126,0
10003132,40000132,5
10003132,40000136,7
10003132,40000140,4
10003132,40000141,13
10003132,40000142,4
10003132,40000143,0
10003132,40000144,20
10003132,40000145,20
10003132,40000146,0
10003132,40000147,25
10003132,40000148,0
10003132,40000149,0
10003132,40000150,25
10003132,40000151,0
10003132,40000152,25
10003132,40000153,0
10003132,40000154,33
10003132,40000155,0
10003132,40000156,0
10003132,40000157,0
10003132,40000158,0
10003132,40000159,0
10003132,40000160,0
10003132,40000161,0
10003132,40000176,0
10003132,40000177,0
10003132,40000178,0
10003132,40000179,0
10003132,40000180,0
10003132,40000181,0
10003132,40000051,0
10003132,40000202,0
10003132,40000201,0
10003132,40000200,0
10003132,40000182,0
10003132,40000183,0
10003132,40000184,0
10003132,40000185,0
10003132,40000192,0
10003132,40000186,0
10003132,40000193,0
10003132,40000190,0
10003132,40000187,0
10003132,40000194,0
10003132,40000191,0
10003132,40000049,0
10003132,40000214,10
10003132,40000213,0
10003132,40000218,0
10003132,40000223,11
10003132,40000219,10
10003132,40000224,0
10003132,40000226,22
10003132,40000215,5
10003132,40000216,5
10003132,40000220,0
10003132,40000210,0
10003132,40000230,0
10003132,40000221,11
10003132,40000222,0
10003132,40000225,10
10003132,40000212,3
10003132,40000229,0
10003132,40000217,0
10003132,40000211,0
10003132,40000228,10
10003132,40000048,0
10003132,40000227,12
10003132,40000208,6
10003132,40000231,0
10003132,40000209,3
10003132,40000232,9
10003132,40000233,18
10003132,40000234,7
10003132,40000235,9
10003132,40000236,10
10003132,40000237,0
10003132,40000238,0
10003132,40000239,25
10003132,40000255,14
10003132,40000256,11
10003132,40000257,0
10003132,40000258,16
10003132,40000259,0
10003132,40000263,14
10003132,40000264,0
10003132,40000265,0
10003132,40000266,0
10003132,40000267,0
10003132,40000268,0
10003132,40000269,0
10003132,40000270,0
10003132,40000271,16
10003132,40000272,0
10003132,40000162,0
10003132,40000050,0
10003132,40000274,11
10003132,40000163,50
10003132,40000164,0
10003132,40000165,0
10003132,40000166,0
10003132,40000167,0
10003132,40000168,0
10003132,40000169,0
10003132,40000170,0
10003132,40000171,0
10003132,40000172,0
10003132,40000173,0
10003132,40000174,0
10003132,40000175,0
10003132,40000188,0
10003132,40000189,0
10003132,40000195,4
10003132,40000196,0
10003132,40000197,0
10003132,40000198,0
10003132,40000199,0
10003132,40000240,0
10003132,40000241,14
10003132,40000242,11
10003132,40000243,0
10003132,40000244,16
10003132,40000245,16
10003132,40000246,0
10003132,40000248,0
10003132,40000250,0
10003132,40000252,0
10003132,40000254,0
10003132,40000260,16
10003132,40000262,0
10003132,40000273,12
10003132,40000276,0
10003132,40000278,0
10003132,40000280,0
10003132,40000282,0
10003132,40000284,0
10003132,40000287,0
10003132,40000297,0
10003132,40000299,0
10003132,40000293,16
10003132,40000247,16
10003132,40000249,0
10003132,40000251,20
10003132,40000253,16
10003132,40000261,12
10003132,40000275,0
10003132,40000277,0
10003132,40000279,0
10003132,40000281,0
10003132,40000283,0
10003132,40000285,0
10003132,40000286,0
10003132,40000296,16
10003132,40000298,0
10003132,40000300,0
10003132,40000301,0
10003132,40000294,0
10003132,40000288,11
10003132,40000290,16
10003132,40000292,10
10003132,40000303,0
10003132,40000289,8
10003132,40000291,0
10003132,40000295,0
10003132,40000302,0
10003132,40000304,0
10003132,40000306,2
10003132,40000305,12
10003132,40000308,10
10003132,40000307,5
10003132,40000309,12
10003132,40000310,9
10003132,40000312,27
10003132,40000313,0
10003132,40000314,10
10003132,40000315,0
10003132,40000319,0
10003132,40000317,0
10003132,40000318,0
10003132,40000316,0
10003132,40000325,20
10003132,40000321,8
10003132,40000327,23
10003132,40000320,11
10003132,40000337,0
10003132,40000338,20
10003132,40000339,22
10003132,40000359,0
10003132,40000355,33
10003132,40000357,0
10003132,40000354,33
10003132,40000356,0
10003132,40000364,0
10003132,40000365,0
10003132,40000366,0
10003132,40000367,0
10003132,40000368,0
10003132,40000369,15
10003132,40000370,0
10003132,40000371,14
10003132,40000372,0
10003132,40000373,30
10003132,40000374,11
10003132,40000375,20
10003132,40000376,12
10003132,40000377,0
10003132,40000378,18
10003132,40000379,9
10003132,40000380,0
10003132,40000203,33
10003132,40000204,0
10003132,40000205,25
10003132,40000206,0
10003132,40000207,14
10003132,40000386,12
10003132,40000387,0
10003132,40000381,6
10003132,40000382,16
10003132,40000383,3
10003132,40000384,6
10003132,40000385,3
10003132,40000388,3
10003132,40000389,0
10003132,40000390,3
10003132,40000391,0
10003132,40000392,7
10003132,40000393,8
10003132,40000394,8
10003132,40000395,9
10003132,40000349,5
10003132,40000350,16
10003132,40000353,0
10003132,40000340,27
10003132,40000341,25
10003132,40000342,0
10003132,40000343,18
10003132,40000344,18
10003132,40000345,5
10003132,40000346,0
10003132,40000347,11
10003132,40000311,37
10003132,40000413,12
10003132,40000412,10
10003132,40000416,12
10003132,40000420,0
10003132,40000422,0
10003132,40000419,11
10003132,40000411,28
10003132,40000415,0
10003132,40000418,12
10003132,40000421,12
10003132,40000414,12
10003132,40000417,10
10003132,40000424,0
10003132,40000423,12
10003132,40000425,0
10003132,40000408,0
10003132,40000407,16
10003132,40000428,13
10003132,40000435,8
10003132,40000440,0
10003132,40000427,13
10003132,40000434,18
10003132,40000439,13
10003132,40000441,7
10003132,40000429,7
10003132,40000436,14
10003132,40000426,0
10003132,40000431,13
10003132,40000433,10
10003132,40000438,8
10003132,40000430,8
10003132,40000432,16
10003132,40000437,0
10003132,40000443,16
10003132,40000446,33
10003132,40000449,12
10003132,40000452,0
10003132,40000455,22
10003132,40000396,12
10003132,40000400,0
10003132,40000444,8
10003132,40000447,10
10003132,40000450,22
10003132,40000453,20
10003132,40000456,0
10003132,40000397,16
10003132,40000398,14
10003132,40000401,0
10003132,40000442,7
10003132,40000445,27
10003132,40000448,11
10003132,40000451,11
10003132,40000454,11
10003132,40000457,12
10003132,40000399,0
10003132,40000402,0
10003132,40000404,0
10003132,40000405,0
10003132,40000406,0
10003132,40000409,0
10003132,40000410,0
10003132,40000458,16
10003132,40000403,0
10003132,40000348,0
10003132,40000351,0
10003132,40000352,0
10003132,40000360,20
10003132,40000362,12
10003132,40000361,12
10003132,40000363,10
10003132,40000329,33
10003132,40000330,11
10003132,40000333,22
10003132,40000461,20
10003132,40000326,0
10003132,40000328,0
10003132,40000322,0
10003132,40000323,0
10003132,40000465,16
10003132,40000466,0
10003132,40000467,0
10003132,40000468,13
10003132,40000470,15
10003132,40000471,14
10003132,40000469,14
10003132,40000482,0
10003132,40000483,33
10003132,40000480,100
10003132,40000481,0
10003132,40000479,0
10003132,40000477,0
10003132,40000478,50
10003132,40000476,33
10003132,40000502,40
10003132,40000501,30
10003132,40000500,27
10003132,40000503,30
10003132,40000504,22
10003132,40000509,0
10003132,40000513,0
10003132,40000507,22
10003132,40000511,0
10003132,40000505,22
10003132,40000508,0
10003132,40000506,22
10003132,40000510,0
10003132,40000512,0
10003132,40000534,0
10003132,40000536,0
10003132,40000336,0
10003132,40000541,0
10003132,40000531,0
10003132,40000537,0
10003132,40000535,0
10003132,40000533,0
10003132,40000540,0
10003132,40000532,0
10003132,40000539,0
10003132,40000543,0
10003132,40000538,0
10003132,40000542,0
10003132,40000558,0
10003132,40000559,0
10003132,40000560,0
10003132,40000561,0
10003132,40000562,0
10003132,40000563,0
10003132,40000564,0
10003132,40000565,25
10003132,40000566,25
10003132,40000567,0
10003132,40000568,0
10003132,40000569,0
10003132,40000556,0
10003132,40000557,0
10003132,40000611,0
10003132,40000612,0
10003132,40000617,0
10003132,40000609,0
10003132,40000616,0
10003132,40000619,0
10003132,40000610,0
10003132,40000614,0
10003132,40000613,0
10003132,40000621,0
10003132,40000620,0
10003132,40000615,0
10003132,40000618,0
10003132,40000622,0
10003132,40000544,0
10003132,40000545,0
10003132,40000547,0
10003132,40000550,0
10003132,40000553,0
10003132,40000555,0
10003132,40000571,0
10003132,40000572,0
10003132,40000575,0
10003132,40000582,0
10003132,40000584,0
10003132,40000591,0
10003132,40000594,0
10003132,40000596,0
10003132,40000600,0
10003132,40000546,0
10003132,40000549,0
10003132,40000551,0
10003132,40000554,0
10003132,40000570,50
10003132,40000581,0
10003132,40000583,0
10003132,40000595,0
10003132,40000597,0
10003132,40000548,100
10003132,40000552,0
10003132,40000574,0
10003132,40000576,0
10003132,40000578,0
10003132,40000580,50
10003132,40000586,0
10003132,40000588,0
10003132,40000590,0
10003132,40000593,0
10003132,40000598,0
10003132,40000601,0
10003132,40000573,0
10003132,40000577,0
10003132,40000579,0
10003132,40000585,0
10003132,40000587,0
10003132,40000589,0
10003132,40000592,0
10003132,40000599,0
10003132,40000463,100
10003132,40000462,100
10003132,40000729,33
10003132,40000728,0
10003132,40000726,33
10003132,40000720,0
10003132,40000719,0
10003132,40000725,0
10003132,40000723,0
10003132,40000718,0
10003132,40000713,50
10003132,40000704,0
10003132,40000701,0
10003132,40000695,0
10003132,40000692,50
10003132,40000683,0
10003132,40000680,0
10003132,40000670,0
10003132,40000730,33
10003132,40000722,0
10003132,40000712,50
10003132,40000708,50
10003132,40000703,0
10003132,40000700,50
10003132,40000696,50
10003132,40000694,50
10003132,40000689,0
10003132,40000687,50
10003132,40000685,50
10003132,40000682,0
10003132,40000677,0
10003132,40000675,0
10003132,40000727,0
10003132,40000724,33
10003132,40000714,0
10003132,40000711,0
10003132,40000705,0
10003132,40000693,0
10003132,40000691,0
10003132,40000684,0
10003132,40000672,0
10003132,40000664,0
10003132,40000659,0
10003132,40000654,0
10003132,40000650,0
10003132,40000648,0
10003132,40000645,0
10003132,40000640,0
10003132,40000638,0
10003132,40000635,0
10003132,40000632,0
10003132,40000721,50
10003132,40000716,0
10003132,40000707,0
10003132,40000731,50
10003132,40000717,0
10003132,40000715,0
10003132,40000710,0
10003132,40000709,0
10003132,40000706,50
10003132,40000679,0
10003132,40000669,0
10003132,40000666,0
10003132,40000656,0
10003132,40000647,0
10003132,40000642,0
10003132,40000637,100
10003132,40000626,0
10003132,40000629,100
10003132,40000702,50
10003132,40000698,0
10003132,40000697,50
10003132,40000690,50
10003132,40000688,50
10003132,40000686,0
10003132,40000681,0
10003132,40000678,0
10003132,40000676,0
10003132,40000673,0
10003132,40000671,0
10003132,40000668,0
10003132,40000661,0
10003132,40000699,0
10003132,40000652,0
10003132,40000651,0
10003132,40000639,0
10003132,40000634,0
10003132,40000633,100
10003132,40000630,100
10003132,40000627,0
10003132,40000674,0
10003132,40000667,0
10003132,40000657,0
10003132,40000653,0
10003132,40000643,0
10003132,40000641,0
10003132,40000625,0
10003132,40000624,0
10003132,40000665,0
10003132,40000663,0
10003132,40000662,0
10003132,40000660,100
10003132,40000658,100
10003132,40000655,0
10003132,40000649,0
10003132,40000646,0
10003132,40000644,0
10003132,40000636,0
10003132,40000631,0
10003132,40000623,0
10003132,40000628,0
11588060,40000010,50
11588060,40000011,100
11588060,20000040,100
11588060,20000038,0
11588060,20000037,33
11588060,20000042,0
11588060,20000043,50
11588060,20000045,50
11588060,20000039,50
11588060,20000046,100
11588060,20000041,50
11588060,30000052,50
11588060,30000056,50
11588060,30000055,50
11588060,30000057,100
11588060,30000054,50
11588060,30000053,100
11588060,30000047,100
11588060,30000048,100
11588060,30000049,50
11588060,30000050,50
11588060,30000051,100
11588060,40000012,100
11588060,40000013,100
11588060,40000014,100
11588060,40000015,100
11588060,40000016,100
11588060,40000018,100
11588060,20000044,100
11588060,40000017,100
11588060,20000026,100
11588060,30000001,100
11588060,30000002,0
11588060,30000003,0
62424221,40000010,25
62424221,40000011,0
62424221,40000012,66
62424221,40000013,33
62424221,40000014,33
62424221,40000015,33
62424221,40000016,33
62424221,40000017,33
62424221,40000018,33
62424221,20000040,50
62424221,20000037,50
62424221,20000042,0
62424221,20000043,0
62424221,20000045,0
62424221,20000039,0
62424221,20000046,0
62424221,20000041,0
62424221,20000044,0
62424221,30000002,0
62424221,30000054,0
62424221,30000053,0
62424221,30000051,0
62424221,30000052,0
62424221,20000028,0
62424221,31000002,0
62424221,21000028,0
62424221,20000026,50
62424221,40000005,0
62424221,40000006,0
62424221,40000007,0
62424221,40000008,0
62424221,40000009,0
62424221,30000001,0
62424221,30000003,0
62424221,30000056,0
62424221,30000055,0
62424221,30000057,100
62424221,30000047,0
62424221,30000048,0
62424221,30000049,0
62424221,30000050,0
62424221,20000030,0
62424221,20000032,0
62424221,20000034,0
62424221,20000036,0
62424221,20000031,0
62424221,40000090,0
62424221,40000091,0
62424221,40000092,0
29988703,40000010,100
29988703,40000011,100
29988703,40000012,100
29988703,40000013,100
29988703,40000014,100
29988703,40000015,100
29988703,40000016,100
29988703,40000018,100
29988703,20000040,100
29988703,20000037,100
29988703,20000042,100
29988703,20000046,100
29988703,20000044,100
29988703,30000052,0
29988703,20000026,100
29988703,20000033,100
29988703,20000043,100
29988703,21000033,100
29988703,20000045,100
29988703,20000041,100
29988703,20000039,100
29988703,30000053,0
29988703,30000051,0
29988703,21000026,100
29988703,40000211,100
29988703,40000299,100
29988703,40000292,100
29988703,40000304,100
29988703,40000039,100
29988703,40000208,100
29988703,40000214,100
29988703,40000288,100
29988703,40000296,100
29988703,40000300,100
29988703,40000293,100
29988703,40000209,100
29988703,40000216,100
29988703,40000289,100
29988703,40000298,100
29988703,40000302,100
29988703,40000212,100
29988703,40000210,100
29988703,40000217,100
29988703,40000290,100
29988703,40000291,100
29988703,40000303,100
29988703,40000338,100
29988703,40000215,100
29988703,40000297,100
29988703,40000301,100
29988703,40000294,100
29988703,40000337,100
84954279,40000013,0
84954279,40000016,50
84954279,40000018,0
84954279,20000040,50
84954279,20000037,50
84954279,20000039,50
84954279,20000032,100
84954279,20000033,33
84954279,40000014,50
84954279,40000015,0
84954279,20000042,0
84954279,20000046,50
84954279,20000034,100
84954279,20000035,50
84954279,40000010,0
84954279,20000043,50
84954279,20000041,50
84954279,20000036,100
84954279,40000011,50
84954279,40000012,50
84954279,20000045,0
84954279,20000044,0
84954279,40000017,50
84954279,20000030,100
84954279,20000031,100
84954279,20000028,100
84954279,20000047,33
84954279,20000027,0
84954279,40000005,0
84954279,40000007,0
84954279,40000008,0
84954279,40000009,0
84954279,30000001,0
84954279,30000003,0
84954279,20000231,0
84954279,30000052,0
84954279,30000053,0
84954279,30000047,0
84954279,30000049,0
84954279,30000050,0
84954279,30000051,0
84954279,40000006,0
84954279,20000029,0
84954279,30000002,0
84954279,20000038,0
84954279,30000048,0
23845956,40000012,0
23845956,40000013,0
23845956,40000014,100
23845956,40000015,100
23845956,40000016,100
23845956,40000018,100
23845956,20000037,100
23845956,20000043,100
23845956,20000039,100
23845956,20000041,100
23845956,40000010,50
23845956,40000011,50
23845956,20000040,50
23845956,20000042,100
23845956,20000045,100
23845956,20000046,100
23845956,20000044,100
23845956,40000017,100
23845956,40000468,0
23845956,40000469,0
23845956,40000470,0
23845956,40000471,0
23845956,40000500,0
23845956,40000501,100
23845956,40000502,0
23845956,40000503,0
23845956,40000243,0
23845956,40000548,0
23845956,40000210,0
23845956,40000211,0
23845956,40000215,0
23845956,40000535,0
23845956,40000536,0
23845956,40000540,0
23845956,40000545,0
23845956,40000547,0
23845956,40000552,0
23845956,40000555,0
23845956,40000556,0
23845956,40000560,0
23845956,40000566,0
23845956,40000568,100
23845956,40000504,0
23845956,40000505,0
23845956,40000212,0
23845956,40000209,0
23845956,40000336,0
23845956,40000541,0
23845956,40000543,0
23845956,40000550,0
23845956,40000554,0
23845956,40000558,0
23845956,40000562,0
23845956,40000565,0
23845956,40000567,0
23845956,40000006,0
23845956,40000216,0
23845956,40000539,0
23845956,40000546,0
23845956,40000553,0
23845956,40000557,0
23845956,40000559,0
23845956,40000561,0
23845956,40000009,0
23845956,40000395,0
23845956,40000208,0
23845956,40000214,0
23845956,40000537,0
23845956,40000538,0
23845956,40000542,0
23845956,40000544,0
23845956,40000549,0
23845956,40000551,0
23845956,40000563,0
23845956,40000564,0
23845956,40000569,0
23845956,40000023,0
23845956,40000438,100
23845956,40000407,100
23845956,40000443,0
23845956,40000444,0
23845956,40000132,0
23845956,40000135,0
23845956,40000133,0
23845956,40000437,0
23845956,40000439,0
23845956,40000316,0
23845956,40000317,0
23845956,40000139,0
23845956,40000381,0
23845956,40000427,0
23845956,40000020,0
23845956,40000382,0
23845956,40000430,0
23845956,40000022,100
23845956,40000445,0
23845956,40000318,0
23845956,40000319,0
23845956,40000428,0
23845956,40000021,100
23845956,40000440,0
23845956,40000442,0
23845956,40000429,0
23845956,40000138,100
23845956,40000274,0
15329369,40000011,60
15329369,40000013,71
15329369,40000014,71
15329369,40000016,75
15329369,40000018,75
15329369,20000037,100
15329369,20000039,100
15329369,40000017,83
15329369,40000006,100
15329369,40000007,66
15329369,40000009,100
15329369,30000002,66
15329369,30000052,50
15329369,30000053,80
15329369,30000047,100
15329369,40000010,60
15329369,40000012,75
15329369,40000015,80
15329369,20000040,100
15329369,20000042,100
15329369,20000043,83
15329369,20000045,100
15329369,20000046,100
15329369,20000041,100
15329369,20000044,100
15329369,40000005,66
15329369,40000008,66
15329369,30000001,100
15329369,30000003,100
15329369,30000048,100
15329369,30000049,100
15329369,30000050,100
15329369,30000051,80
15329369,20000034,66
15329369,20000026,100
15329369,30000056,100
15329369,30000055,100
15329369,30000057,100
15329369,30000054,50
15329369,20000030,100
15329369,20000032,100
15329369,20000036,100
15329369,20000031,100
15329369,20000047,100
15329369,20000035,100
15329369,20000033,100
15329369,20000029,100
15329369,21000033,50
15329369,21000026,100
15329369,20000028,50
15329369,31000002,50
15329369,21000028,50
15329369,40000019,100
15329369,40000020,100
15329369,40000021,50
15329369,40000022,100
15329369,40000023,100
15329369,20000027,100
15329369,40000041,100
15329369,40000091,100
15329369,40000092,100
15329369,40000072,100
15329369,40000090,50
15329369,40000093,80
15329369,40000139,0
15329369,40000113,100
15329369,40000133,0
15329369,40000134,100
15329369,40000136,100
15329369,40000137,100
15329369,40000132,0
15329369,40000138,0
15329369,40000185,0
15329369,40000135,100
15329369,40000213,100
15329369,40000214,100
15329369,40000212,0
15329369,40000215,100
15329369,40000216,100
15329369,40000217,100
15329369,40000208,100
15329369,40000209,100
15329369,40000210,100
15329369,40000039,100
15329369,40000040,100
15329369,40000468,100
15329369,40000469,100
15329369,40000500,100
15329369,40000470,100
15329369,40000471,100
15329369,40000501,100
15329369,40000502,100
15329369,40000503,0
11505254,40000011,12
11505254,40000014,12
11505254,20000040,0
11505254,20000037,0
11505254,20000042,11
11505254,20000043,0
11505254,20000045,0
11505254,20000039,0
11505254,20000046,0
11505254,40000005,0
11505254,40000007,0
11505254,40000009,9
11505254,30000049,0
11505254,40000012,7
11505254,40000015,0
11505254,40000016,0
11505254,20000044,0
11505254,40000006,0
11505254,30000001,0
11505254,30000002,14
11505254,30000051,0
11505254,40000010,0
11505254,40000013,0
11505254,40000018,14
11505254,20000041,0
11505254,40000008,9
11505254,30000003,0
11505254,30000052,14
11505254,30000047,0
11505254,30000048,0
11505254,30000050,0
11505254,30000056,0
11505254,30000055,33
11505254,30000057,0
11505254,30000054,14
11505254,30000053,0
11505254,40000017,33
11505254,20000026,0
11505254,20000231,0
11505254,20000030,0
11505254,20000032,0
11505254,20000034,0
11505254,20000036,100
11505254,20000031,0
11505254,20000047,0
11505254,20000035,0
11505254,20000033,0
11505254,20000027,0
11505254,20000029,0
11505254,40000019,0
11505254,40000020,0
11505254,40000021,0
11505254,40000022,0
11505254,40000023,0
11505254,40000034,0
11505254,40000035,0
11505254,40000036,0
11505254,40000033,0
11505254,40000027,0
11505254,40000030,0
11505254,40000031,0
11505254,40000032,0
11505254,40000025,0
11505254,40000026,0
11505254,40000028,0
11505254,40000029,0
11505254,40000037,0
11505254,40000038,0
11505254,40000039,0
11505254,40000040,0
11505254,40000100,0
11505254,40000101,0
11505254,40000108,0
11505254,40000096,0
11505254,40000048,100
11505254,40000097,0
11505254,40000098,0
11505254,40000105,0
11505254,40000044,0
11505254,40000216,0
11505254,40000113,0
11505254,40000095,0
11505254,40000103,0
11505254,40000104,0
11505254,40000109,0
11505254,40000112,0
11505254,40000047,0
11505254,40000051,0
11505254,40000050,0
11505254,40000217,0
11505254,40000093,0
11505254,40000094,12
11505254,40000102,0
11505254,40000111,0
11505254,40000042,0
11505254,40000043,0
11505254,40000213,0
11505254,40000214,0
11505254,40000215,0
11505254,40000090,0
11505254,40000099,0
11505254,40000106,0
11505254,40000107,0
11505254,40000110,0
11505254,40000045,0
11505254,40000046,0
11505254,40000049,0
11505254,40000158,0
11505254,40000166,0
11505254,40000171,0
11505254,40000174,0
11505254,40000185,0
11505254,40000196,0
11505254,40000199,0
11505254,40000134,0
11505254,40000139,0
11505254,40000122,0
11505254,40000126,0
11505254,40000140,0
11505254,40000145,0
11505254,40000150,0
11505254,40000153,0
11505254,40000159,0
11505254,40000167,0
11505254,40000175,0
11505254,40000197,0
11505254,40000132,0
11505254,40000135,0
11505254,40000118,0
11505254,40000123,0
11505254,40000124,0
11505254,40000127,0
11505254,40000141,0
11505254,40000146,0
11505254,40000151,0
11505254,40000154,0
11505254,40000156,0
11505254,40000161,0
11505254,40000164,0
11505254,40000169,0
11505254,40000172,0
11505254,40000189,0
11505254,40000137,0
11505254,40000120,0
11505254,40000129,0
11505254,40000143,0
11505254,40000148,0
11505254,40000041,0
11505254,40000155,0
11505254,40000160,0
11505254,40000163,0
11505254,40000168,0
11505254,40000188,0
11505254,40000133,0
11505254,40000136,0
11505254,40000119,0
11505254,40000125,0
11505254,40000128,0
11505254,40000142,0
11505254,40000147,0
11505254,40000157,0
11505254,40000162,0
11505254,40000165,0
11505254,40000170,0
11505254,40000173,0
11505254,40000195,0
11505254,40000198,0
11505254,40000138,0
11505254,40000121,0
11505254,40000130,0
11505254,40000144,0
11505254,40000149,0
11505254,40000152,0
11505254,40000209,0
11505254,40000210,0
11505254,40000208,0
11505254,40000218,0
11505254,40000224,0
11505254,40000219,50
11505254,40000223,0
11505254,40000226,0
11505254,40000220,0
11505254,40000222,0
11505254,40000221,50
11505254,40000225,50
11505254,40000075,0
11505254,40000212,0
11505254,40000074,0
11505254,40000076,0
11505254,40000073,0
11505254,40000078,0
11505254,40000077,0
11505254,40000305,0
11505254,40000306,0
11505254,40000274,0
11505254,40000072,0
11505254,40000211,0
11505254,40000307,0
11505254,40000233,0
11505254,40000235,0
11505254,40000237,0
11505254,40000239,0
11505254,40000241,0
11505254,40000244,0
11505254,40000246,0
11505254,40000236,0
11505254,40000242,0
11505254,40000232,0
11505254,40000243,0
11505254,40000234,0
11505254,40000238,16
11505254,40000240,0
11505254,40000245,0
11505254,40000251,0
11505254,40000343,0
11505254,40000207,0
11505254,40000309,0
11505254,40000310,0
11505254,40000247,0
11505254,40000252,0
11505254,40000338,0
11505254,40000339,0
11505254,40000341,0
11505254,40000311,0
11505254,40000248,0
11505254,40000342,0
11505254,40000206,0
11505254,40000249,0
11505254,40000250,0
11505254,40000337,0
11505254,40000340,0
11505254,40000054,0
11505254,40000325,0
11505254,40000327,0
11505254,40000055,0
11505254,40000056,0
11505254,40000344,0
11505254,40000442,0
11505254,40000443,0
11505254,40000273,0
11505254,40000345,0
11505254,40000346,0
11505254,40000347,0
11505254,40000053,0
11505254,40000057,0
11505254,40000058,0
11505254,40000059,0
11505254,40000360,0
11505254,40000362,0
11505254,40000361,0
11505254,40000363,0
11505254,40000203,0
11505254,40000204,0
11505254,40000288,0
11505254,40000255,0
11505254,40000256,0
11505254,40000257,0
11505254,40000258,0
11505254,40000260,0
11505254,40000292,0
11505254,40000259,0
11505254,40000290,0
11505254,40000263,0
11505254,40000289,0
11505254,40000291,0
11505254,40000253,0
11505254,40000254,0
11505254,40000261,0
11505254,40000262,0
11505254,40000469,0
11505254,40000321,0
11505254,40000320,0
11505254,40000205,0
11505254,40000448,0
11505254,40000451,0
11505254,40000452,0
11505254,40000414,0
11505254,40000350,0
11505254,40000418,0
11505254,40000419,0
11505254,40000227,0
11505254,40000421,0
11505254,40000423,0
11505254,40000333,0
11505254,40000424,0
11505254,40000369,0
11505254,40000445,0
11505254,40000447,0
11505254,40000449,0
11505254,40000416,0
11505254,40000455,0
11505254,40000456,0
11505254,40000060,0
11505254,40000061,0
11505254,40000468,0
11505254,40000471,9
11505254,40000444,0
11505254,40000411,0
11505254,40000453,0
11505254,40000417,0
11505254,40000454,0
